"CÓDIGO SIGEP","NOMBRE DE LA ENTIDAD","NIT","ORDEN","SUBORDEN","REGIÓN PND","CÓDIGO DIVIPOLA DEPARTAMENTO","DEPARTAMENTO","CÓDIGO DIVIPOLA MUNICIPIO","MUNICIPIO","CLASIFICACIÓN ORGÁNICA","SECTOR","NIVEL","TIPO DE VINCULACIÓN","NATURALEZA JURÍDICA","LONGITUD","LATITUD","AÑO","MES","FUENTE","GENERO: HOMBRE","GENERO: MUJER","NIVEL EDUCATIVO: PRIMARIA","NIVEL EDUCATIVO: SECUNDARIA","NIVEL EDUCATIVO: TÉCNICA-TECNOLÓGICA","NIVEL EDUCATIVO: PROFESIONAL","NIVEL EDUCATIVO: ESPECIALIZACIÓN","NIVEL EDUCATIVO: MAESTRÍA","NIVEL EDUCATIVO: DOCTORADO","NIVEL EDUCATIVO: SIN DATOS","EDAD: MENOR O IGUAL A 29","EDAD: 30-39","EDAD: 40-49","EDAD: 50-62","EDAD: 63 Y MAS","EXPERIENCIA LABORAL: MENOR A 1 AÑO","EXPERIENCIA LABORAL: DE 1 A 10 AÑOS","EXPERIENCIA LABORAL: DE 11 A 20 AÑOS","EXPERIENCIA LABORAL: DE 21 A 30 AÑOS","EXPERIENCIA LABORAL: DE 31 A 40 AÑOS","EXPERIENCIA LABORAL: MAYOR A 40 AÑOS","EXPERIENCIA LABORAL: SIN DATOS","SALARIO MENSUAL PROMEDIO"
"3536","HOSPITAL REGIONAL DE DUITAMA","891855438","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","3","10","0","0","0","5","0","0","0","0","0","0","3","8","2","0","2","1","1","6","3","0","3,544,692,307,692"
"3537","E.S.E. HOSPITAL REGIONAL DE GARCIA ROVIRA","900067169","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","NO APLICA","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","6,489,193,000,000"
"3538","HOSPITAL REGIONAL DE MIRAFLORES","800152970","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","11","30","0","10","0","11","0","0","0","1","8","7","5","18","3","6","9","11","9","3","3","6","2,639,836,731,707"
"3539","HOSPITAL REGIONAL DE MONIQUIRA","891800395","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","12","12","0","2","0","6","0","0","0","3","2","5","6","8","3","5","9","1","7","2","0","3","4,485,083,333,333"
"3540","HOSPITAL REGIONAL DE SAN GIL","900066347","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","1","0","0","0","0","0","0","0","0","0","1","2","0","0","0","2","1","0","0","0","0","5,759,508,333,333"
"3541","HOSPITAL REGIONAL DE SOGAMOSO","891855039","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","6","17","0","6","0","8","0","0","0","0","3","1","6","7","6","4","2","5","3","2","7","4","3,959,956,521,739"
"3542","HOSPITAL REGIONAL DE VELEZ","900067136","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","2","0","0","0","0","0"
"3543","HOSPITAL DEPARTAMENTAL GRANADA META","800037021","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","3","5","0","0","0","4","0","0","0","1","0","0","0","5","3","0","0","3","5","0","0","0","3,324,762,500,000"
"3544","HOSPITAL REGIONAL II NIVEL VALLE DE TENZA","900004894","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","13","54","0","11","0","35","0","0","0","0","19","8","22","16","2","23","10","23","7","4","0","1","2,801,253,731,343"
"3545","HOSPITAL REGIONAL MANUELA BELTRAN III NIVEL - SOCORRO SANTANDER","900190045","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","5","5","0","0","0","1","0","0","0","0","1","3","5","1","0","0","4","5","0","1","0","0","7,059,009,700,000"
"3546","HOSPITAL REGIONAL NOROCCIDENTAL - NORTE DE SANTANDER","807008842","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","NO APLICA","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","17","37","0","19","0","3","0","0","0","25","0","5","4","24","20","27","9","0","4","6","8","25","1,676,428,240,740"
"3551","HOSPITAL RICAURTE","900121152","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","16","20","3","14","0","1","0","0","0","8","0","2","10","20","4","8","0","17","7","3","1","8","1,161,147,055,555"
"3553","HOSPITAL ROSARIO PUMAREJO DE LOPEZ","892399994","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","27","109","0","57","0","32","0","0","0","0","3","12","30","76","15","1","99","19","7","7","3","0","2,873,877,220,588"
"3554","HOSPITAL RUBEN CRUZ VELEZ - TULUA","821000831","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","21","41","0","5","0","26","0","0","0","0","4","14","18","23","3","1","21","32","8","0","0","0","3,659,662,403,225"
"3555","HOSPITAL SAGRADA FAMILIA  - TORO (VALLE)","891900361","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","6","24","0","12","0","5","0","0","0","2","4","5","9","8","4","1","13","5","3","8","0","0","3,004,068,965,517"
"3556","HOSPITAL SAGRADO CORAZON DE JESUS - QUIMBAYA","890001006","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","4","31","0","0","0","1","0","0","0","31","1","6","3","18","7","32","1","1","1","0","0","32","2,156,292,771,428"
"3558","HOSPITAL SAGRADO CORAZON DE JESUS DE LA HORMIGA","846000471","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","8","21","0","13","0","2","0","0","0","5","2","2","10","14","1","5","2","2","10","4","6","5","2,382,724,615,384"
"3560","HOSPITAL SAN ANDRES DE CHIRIGUANA","892300175","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","6","15","0","3","0","4","0","0","0","12","2","2","1","9","7","16","0","1","2","2","0","16","2,432,479,809,523"
"3562","HOSPITAL SAN ANTONIO DE MITU","845000038","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","18","25","2","12","0","17","0","0","0","1","7","10","9","16","1","10","10","12","7","4","0","7","4,187,001,500,000"
"3563","HOSPITAL SAN ANTONIO DE HUILA","891180147","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","4","1","2","0","0","0","0","0","0","0","2","0","3","1","2","1","0","0","3","0","0","2,892,262,000,000"
"3565","HOSPITAL SAN ANTONIO DE ANOLAIMA","832001465","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","18","0","2","0","1","0","0","0","11","0","2","4","8","4","13","1","0","3","1","0","13","1,947,143,333,333"
"3566","HOSPITAL SAN ANTONIO DE CHIA","899999156","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","3","17","0","8","0","4","0","0","0","0","0","0","1","12","7","2","1","1","6","6","4","2","3,047,601,600,000"
"3567","HOSPITAL SAN ANTONIO DE SESQUILE","899999158","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","14","0","8","0","3","0","0","0","0","2","3","3","8","0","2","6","2","3","3","0","1","2,326,296,187,500"
"3570","HOSPITAL SAN BERNARDO DE FILADELFIA","890802223","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","6","0","0","0","3","0","0","0","0","0","0","0","4","4","0","0","0","0","3","5","0","1,982,862,000,000"
"3572","HOSPITAL SAN FRANCISCO DE VILLA DE LEYVA","891800906","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","4","10","0","2","0","8","0","0","0","0","8","2","1","3","0","7","3","2","1","1","0","4","2,194,586,428,571"
"3573","HOSPITAL SAN FRANCISCO JAVIER DE ACEVEDO","813002497","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","8","14","1","11","0","6","0","0","0","1","0","4","8","9","1","0","3","10","4","5","0","0","2,840,536,562,500"
"3575","HOSPITAL SAN ISIDRO DE ALPUJARRA","800025221","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","8","0","0","0","2","0","0","0","2","0","1","1","5","3","2","0","1","2","4","1","2","1,775,083,300,000"
"3576","HOSPITAL SAN JOSE DE AGUADAS","890801035","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","4","10","0","2","0","0","0","0","0","0","0","0","0","10","4","0","1","0","3","7","3","0","1,883,928,571,428"
"3579","HOSPITAL SAN JOSE DE LA GLORIA","892300343","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","12","0","1","0","8","0","0","0","0","1","4","4","4","1","1","6","2","2","2","1","1","3,253,792,500,000"
"3583","HOSPITAL SAN JOSE DE MAICAO DE NIVEL II","892120115","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","44","195","2","84","0","60","0","0","0","1","38","81","63","47","10","3","177","29","14","15","1","1","2,790,897,717,299"
"3587","HOSPITAL SAN JOSE DE CALDAS","810001159","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","3","9","0","1","0","0","0","0","0","10","0","1","3","7","1","11","1","0","0","0","0","11","2,561,976,000,000"
"3589","HOSPITAL SAN JUAN DE DIOS DE PAMPLONA","890501019","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","19","58","0","20","0","15","0","0","0","9","0","14","26","33","4","18","20","23","6","9","1","16","2,629,269,987,012"
"3590","HOSPITAL SAN JUAN DE DIOS DE BETULIA","800212070","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","3","5","0","0","0","0","0","0","0","4","0","3","0","3","2","4","2","1","0","0","1","4","2,179,199,125,000"
"3592","HOSPITAL SAN JUAN DE DIOS DE GALAN","890201933","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","7","0","2","0","2","0","0","0","0","3","1","2","2","1","5","0","2","0","1","1","3","3,398,126,400,000"
"3594","CLINICA GIRON","890203242","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","1","0","0","0","2","0","0","0","0","0","1","0","1","0","0","2","0","0","0","0","0","5,500,000,000,000"
"3598","HOSPITAL SAN MARTIN DE ASTREA","824000442","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","17","18","0","7","0","18","0","0","0","3","3","8","12","7","5","8","14","7","3","1","2","5","2,723,916,371,428"
"3601","HOSPITAL SAN PEDRO  DE EL PIÑON","819001312","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","10","15","0","7","0","3","0","0","0","15","0","1","2","13","9","20","1","2","1","0","1","20","2,381,069,920,000"
"3603","HOSPITAL SAN RAFAEL DE CONCEPCION","890203551","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","6","0","2","0","2","0","0","0","1","1","1","1","4","1","2","0","2","0","4","0","1","2,102,581,250,000"
"3604","EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN RAFAEL DE TUNJA","891800231","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","11","22","0","0","0","9","0","0","0","0","2","2","6","20","3","2","4","6","4","15","2","0","4,780,753,666,666"
"3605","HOSPITAL SAN RAFAEL NIVEL II","892115010","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","17","32","0","5","0","14","0","0","1","17","0","3","11","25","10","21","7","7","6","7","1","21","2,928,464,469,387"
"3606","HOSPITAL SAN ROQUE DE CHIMA","890204581","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","4","0","1","0","0","0","0","0","0","0","1","1","2","0","0","1","1","2","0","0","0","2,317,123,500,000"
"3608","HOSPITAL SAN ROQUE DEL CARMEN DE ATRATO","891680065","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","5","21","0","1","0","10","0","0","0","2","0","9","7","7","3","4","7","5","8","1","1","2","2,243,423,076,923"
"3610","HOSPITAL SAN ROQUE DE EL COPEY","800119945","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","15","34","1","6","0","15","0","0","0","13","3","9","13","22","2","19","11","10","6","3","0","15","2,535,288,632,653"
"3614","HOSPITAL SAN VICENTE DE PAUL DE ONZAGA","890200965","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","4","0","0","0","0","0","0","0","0","1","0","1","2","0","1","0","0","1","0","2","0","1,757,372,250,000"
"3618","HOSPITAL SAN VICENTE DE PAUL FOMEQUE","800174375","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","2","0","0","0","1","0","0","0","0","0","0","0","2","1","0","0","1","2","0","0","0","6,112,634,333,333"
"3619","HOSPITAL SANTA ANA DE BOLIVAR","8919004140","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","12","28","2","19","0","5","0","0","0","3","5","9","5","19","2","4","9","13","3","8","3","3","2,365,363,606,060"
"3622","HOSPITAL SANTA ANA DE MUZO","800254850","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","4","6","0","2","0","3","0","0","0","4","0","5","0","4","1","4","2","1","0","2","1","4","1,894,283,500,000"
"3625","HOSPITAL SANTA ROSA DE LIMA - SUAREZ TOLIMA","809005452","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","3","3","0","0","0","1","0","0","0","0","0","2","2","1","1","2","1","2","1","0","0","0","2,653,595,666,666"
"3628","ESE HOSPITAL SANTO DOMINGO DE MALAGA","890201684","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","3","0","0","0","1","0","0","0","0","0","0","1","1","1","0","1","2","0","0","0","0","4,136,237,333,333"
"3629","HOSPITAL SANTO TOMAS - VILLANUEVA","800075650","TERRITORIAL",,,,,,,"DISTRITAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","11","20","0","7","0","14","0","0","0","1","0","1","0","13","17","0","4","1","10","8","8","0","2,386,154,193,548"
"3630","HOSPITAL SERAFIN MONTAÑA CUELLAR - SAN LUIS","809001086","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","5","0","1","0","2","0","0","0","0","0","0","2","4","0","0","1","2","2","1","0","0","2,635,436,333,333"
"3632","HOSPITAL TOMAS URIBE URIBE  - TULUA","891901158","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","3,835,031,000,000"
"3634","HOSPITAL UNIVERSITARIO  HERNANDO MONCALEANO PERDOMO  - NEIVA","891180268","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","10","16","0","9","0","1","0","0","1","0","1","2","9","11","3","1","9","7","6","2","1","0","6,809,098,500,000"
"3636","HOSPITAL UNIVERSITARIO  SAN JOSE  - POPAYAN","891580002","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","35","85","0","30","0","28","0","0","0","0","0","4","2","83","31","4","7","9","36","44","20","0","1,250,483,891,666"
"3637","HOSPITAL UNIVERSITARIO CARI - EN LIQUIDACIÓN","800253167","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","7","20","0","3","0","4","0","0","0","4","0","1","2","7","17","4","1","9","7","5","1","4","4,351,966,074,074"
"3638","HOSPITAL UNIVERSITARIO DE SANTANDER","900006037","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","15","23","0","0","0","7","0","0","0","0","0","8","10","17","3","7","10","8","11","1","1","0","7,874,303,500,000"
"3639","HOSPITAL UNIVERSITARIO DEL CARIBE -- CARTAGENA, BOLIVAR","900042103","TERRITORIAL",,,,,,,"DISTRITAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","13","17","0","4","0","7","0","0","0","1","0","1","15","10","4","3","6","14","4","2","1","3","4,384,401,966,666"
"3640","HOSPITAL UNIVERSITARIO DEL VALLE  EVARISTO GARCIA","890303461","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","167","303","2","184","0","117","0","0","3","0","39","52","92","259","28","102","100","74","83","94","17","2","2,830,532,804,761"
"3641","HOSPITAL UNIVERSITARIO SAN JORGE","800231235","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","120","362","0","133","0","146","0","0","0","7","42","167","139","120","14","5","319","63","49","44","2","2","2,630,572,219,339"
"3646","EMPRESA SOCIAL DEL ESTADO INES OCHOA PEREZ - TIBASOSA","826002852","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","12","0","3","0","7","0","0","0","0","1","4","5","3","0","2","5","4","1","1","0","1","2,716,028,923,076"
"3647","INSTITUTO DEPARTAMENTAL DE REHABILITACION Y EDUCACION ESPECIAL DEL CESAR","892300226","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","4","10","0","3","0","2","0","0","0","8","0","0","0","11","3","7","0","2","1","4","0","7","2,559,043,571,428"
"3648","INSTITUCION PRESTADORA DE SERVICIOS DE SALUD DEL MUNICIPIO DE CARTAGO","836000386","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","24","32","0","12","0","19","0","0","0","9","4","13","12","22","5","7","23","15","9","2","0","4","2,940,961,660,714"
"3649","EMPRESA SOCIAL DEL ESTADO JAIME ALVARADO Y CASTILLA - ARAUCA","834001482","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","9","25","0","16","0","9","0","0","0","0","2","3","11","17","1","3","4","8","10","8","1","2","2,584,026,411,764"
"3653","EMPRESA SOCIAL DEL ESTADO MUNICIPAL MANUEL CASTRO TOVAR","813005295","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","6","19","0","6","0","5","0","0","2","2","2","5","6","11","1","3","10","5","4","1","2","3","3,479,280,000,000"
"3655","MARIA AUXILIADORA DEL MUNICIPIO DE MOSQUERA - CUNDINAMARCA","832010436","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","10","0","0","0","7","0","0","0","0","3","3","4","2","0","2","3","5","2","0","0","2","5,142,097,500,000"
"3657","E.S.E. MARIA AUXILIADORA DE GARZON","813002940","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","7","23","2","17","0","4","0","0","0","1","0","1","10","15","4","9","5","5","8","2","1","6","2,818,917,346,153"
